PERSON_UID,PRECINCT_UID,PRECINCTNAME,PRECINCT_SPLIT_UID,SUBPRECINCTNAME,REGISTRATION_UID,REGISTRATION_SIGNATURE_UID,FIRST_NAME,LAST_NAME,MIDDLE_NAME,SUFFIX,DOB,SSN4,DLN,IDENTIFICATIONNUMBER,VOTERIDTYPECODENAME,VOTERSTATUS,AFFIRMATIONOFRESIDENCYREQUIREDFLAG,PROOFOFRESIDENCYREQUIREDFLAG,SIGNATUREREQUIREDFLAG,OVER18FLAG,ABSENTEEBALLOTSTATUS,ADDRESSLINE1,ADDRESSLINE2,ADDRESSLINE3,CITY,STATE,ZIP,COUNTRY,LOCALITY_UID,LOCALITYNAME
2892381382,4661471877,PrecinctA,7003478072,SpitA,5846115894,3178522773,Sarah,Arnold,Bryan,,01-01-1970 0:00,2031,271029429,,DOBSSN,Inactive,False,True,True,1,,1311 Kyle Keys,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1663500192,6233608946,PrecinctA,7275841560,SplitB,8210708379,1164876659,David,White,Tiffany,,01-01-1970 0:00,3821,6938404812,,DOBSSN,Active,True,False,False,1,,80644 Campos Mill,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1183382083,5397588285,PrecinctA,2478389875,SpitA,9743053309,1259914844,Emily,Blackwell,Laura,PhD,01-01-1970 0:00,6936,5950886403,,DOBSSN,Inactive,True,False,False,1,,871 Williams Forest Apt. 128,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4572071144,1261058808,PrecinctB,2164386454,SpitA,8944256394,9591768033,Thomas,Osborne,Bryan,,01-01-1970 0:00,1517,1711079761,,DLN,Active,True,False,False,1,,050 Gabriela Overpass Apt. 498,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5153834574,2467289663,PrecinctA,1239684314,SplitB,3456822702,6150444962,Dustin,Bryant,Anne,,01-01-1970 0:00,7824,2745946989,,DLN,Inactive,True,False,False,1,,328 Erica Vista Suite 280,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2182794375,3515297077,PrecinctB,684463908,SplitB,1871087755,5694131624,Jack,Richmond,Courtney,MD,01-01-1970 0:00,7254,6591847456,,DOBSSN,Inactive,False,False,False,1,,34061 Rachel Landing Apt. 824,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3563071658,8570957994,PrecinctB,110202773,SpitA,6381646647,4973089512,Diane,Harvey,Madeline,PhD,01-01-1970 0:00,8525,9059031187,,DLN,Inactive,True,False,True,1,,82958 White Circles,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
7745530055,520685211,PrecinctA,6633912974,SpitA,6845033356,7776543506,Robert,Brown,Peter,,01-01-1970 0:00,6515,3542816723,,DLN,Inactive,True,False,False,1,,1064 James Isle Suite 753,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6028935723,8894125908,PrecinctA,711371715,SplitB,7440567348,6617520236,Haley,Hughes,Laurie,,01-01-1970 0:00,7948,6059832449,,DLN,Inactive,False,False,False,1,,879 Max Course,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2955020093,9318335896,PrecinctB,9805950399,SpitA,3530968453,2965041835,Steven,Rojas,Devin,,01-01-1970 0:00,6414,8038420667,,DLN,Inactive,False,False,False,1,,62877 Victor Ports,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1593260244,5906580363,PrecinctB,6307287296,SpitA,5533185153,3986047268,Nancy,Benson,Kevin,PhD,01-01-1970 0:00,9964,3908623633,,DOBGEN,Inactive,False,False,False,1,,8500 Rose Harbor Apt. 125,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9162694889,17324777,PrecinctA,2451750364,SpitA,8925739767,2866097124,Ian,Johnson,Kelly,PhD,01-01-1970 0:00,2640,6299758189,,DLN,Inactive,True,False,False,1,,426 Ronald Mountain,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4155005546,8527095196,PrecinctA,8120071839,SpitA,4049941898,7449496233,Brandon,Bryant,Leslie,,01-01-1970 0:00,8191,9335966905,,DLN,Inactive,True,False,False,1,,09012 Armstrong Ville Suite 482,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4700535766,97324275,PrecinctA,1648702331,SpitA,6514467694,4208980541,Leah,Smith,Evan,Dr,01-01-1970 0:00,4197,9282807369,,DLN,Inactive,False,False,False,1,,4825 Elizabeth Islands,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5497042123,5398491187,PrecinctA,2414917913,SplitB,4106121068,1541058697,Jeremy,Shields,Donald,,01-01-1970 0:00,1564,1412266442,,DOBGEN,Inactive,False,False,False,1,,693 Ryan Run Suite 747,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
378639278,3635712209,PrecinctB,9322252950,SpitA,7204086757,3155222886,Lisa,Howard,Kenneth,,01-01-1970 0:00,2329,2864105686,,DOBGEN,Active,True,False,False,1,,2119 Nathan Ridges,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1081048095,8660753312,PrecinctA,521509546,SpitA,7537304292,9994337635,Elizabeth,Lutz,Adrian,PhD,01-01-1970 0:00,1473,3053757438,,DOBSSN,Active,False,False,False,1,,87008 Erin Loaf Suite 223,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
454100979,9858673966,PrecinctA,7656289444,SplitB,7921297080,1782383609,Alexander,Mccoy,Krystal,,01-01-1970 0:00,1248,7737538756,,DLN,Active,True,True,True,1,,3916 Hall Forks,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5491211613,3035372549,PrecinctA,1095255658,SpitA,6456855615,2166634467,Steven,Harrison,Ryan,,01-01-1970 0:00,7783,5484081854,,DOBGEN,Active,True,False,False,1,,785 Michael Locks,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
211718890,8368761140,PrecinctA,4721685412,SplitB,8082797117,4257754116,William,Faulkner,Gary,,01-01-1970 0:00,1281,6943233435,,DOBGEN,Active,True,False,True,1,,52535 Mark Rapid,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2774564407,6757060038,PrecinctA,1641929961,SplitB,2828798017,545240527,Levi,Rosario,Amy,,01-01-1970 0:00,5081,7079552509,,DOBGEN,Inactive,False,False,False,1,,3858 Christine Wall,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2618382213,2953251481,PrecinctB,3565667886,SplitB,544023987,5011690771,Sherri,Malone,William,,01-01-1970 0:00,3812,1781294237,,DOBGEN,Active,False,False,False,1,,85127 Martinez Greens,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3220730207,3260570893,PrecinctA,911123373,SpitA,3779801529,8994946211,Tim,Baker,Nicholas,Dr,01-01-1970 0:00,1867,3372010208,,DOBGEN,Inactive,True,False,False,1,,3755 Thompson Extension Apt. 025,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5945876229,621697361,PrecinctB,3938471451,SplitB,8478456182,4979515545,Roberto,Harris,Tina,Dr,01-01-1970 0:00,9403,8087853148,,DOBSSN,Active,False,False,False,1,,0138 Marsh Lights Suite 189,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
37792765,3879162772,PrecinctA,9569216365,SplitB,5337567552,9741736549,Andrew,Henderson,Brendan,,01-01-1970 0:00,1155,7054048373,,DOBSSN,Active,False,False,False,1,,664 Watts Fields,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
735082042,5022734820,PrecinctB,119026885,SplitB,6881462677,2184841098,Jonathan,Munoz,James,MD,01-01-1970 0:00,3194,4782033372,,DOBGEN,Inactive,False,False,False,1,,489 Moore Union Suite 626,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
7627196229,3982743789,PrecinctB,4596130656,SplitB,8515224159,2673618164,Justin,Gray,Debra,,01-01-1970 0:00,8293,266051679,,DOBGEN,Inactive,True,False,False,1,,214 Williams Roads,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2602457686,5691545052,PrecinctA,8829303211,SplitB,3408831281,4088901093,Jacqueline,Rhodes,Aaron,,01-01-1970 0:00,8231,1493540571,,DLN,Inactive,True,True,False,1,,82017 Gregory Motorway,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3602197660,8933099192,PrecinctB,7953414670,SplitB,5626827801,6900188931,Justin,Bryant,Anne,Dr,01-01-1970 0:00,4835,5239777073,,DLN,Active,True,False,False,1,,91960 Burns Courts,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4012569667,5467183698,PrecinctB,8899453062,SpitA,4592861860,4070628364,Paul,Moss,Sean,,01-01-1970 0:00,3033,4338444410,,DLN,Inactive,True,False,False,1,,22178 Edwin Roads,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5479725837,9183161798,PrecinctB,1043020310,SpitA,2789026410,5306899346,Diane,Allen,Gregory,,01-01-1970 0:00,8609,2545472256,,DOBGEN,Active,True,False,False,1,,01846 Hoffman Falls Suite 217,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5523115160,3252552352,PrecinctB,689171124,SplitB,1623846894,7121071842,William,Clark,James,,01-01-1970 0:00,9694,3570222269,,DOBGEN,Inactive,True,False,False,1,,39010 Derek Highway,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5943066009,9996677888,PrecinctB,4110704186,SpitA,3927415479,3060165996,Rebecca,Gates,Brittany,PhD,01-01-1970 0:00,2396,5249248762,,DLN,Inactive,True,False,False,1,,99475 Andrew Falls,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1170252668,6146917958,PrecinctA,246847620,SpitA,8998569942,5266259273,Stephanie,Bennett,Brittney,,01-01-1970 0:00,7349,4832796164,,DOBGEN,Inactive,False,False,False,1,,75598 Heather Haven Suite 466,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
1915623112,2467712391,PrecinctB,8629319194,SpitA,1464777140,7865875800,Stephen,Robbins,George,,01-01-1970 0:00,9225,4815312338,,DLN,Active,False,False,False,1,,713 Kelly Meadow,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6455496363,8137494896,PrecinctB,9411238817,SpitA,3842926157,1204962429,Melissa,Quinn,Heather,Dr,01-01-1970 0:00,2531,4501173118,,DLN,Active,False,False,False,1,,58387 Kayla Walks Suite 141,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2009677301,642458034,PrecinctB,6613081336,SpitA,9543818418,4444894180,Kristy,Nolan,Steven,,01-01-1970 0:00,9886,2320839134,,DOBGEN,Inactive,True,False,False,1,,76924 Brown Fork,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8624793907,5535339519,PrecinctB,5355730079,SplitB,6460342124,3260019672,Alexander,Contreras,Lori,PhD,01-01-1970 0:00,4315,4689887163,,DOBSSN,Active,True,False,False,1,,8753 Kevin Pass Apt. 355,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5819006697,5390632143,PrecinctB,5327260388,SplitB,5926722286,6568373336,Kayla,Carey,Melissa,PhD,01-01-1970 0:00,7952,4601612252,,DOBGEN,Active,False,True,True,1,,80917 Adam Coves Apt. 261,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4496857188,4386937160,PrecinctA,7406479823,SplitB,1990249379,9252337375,Kenneth,Harrison,Joseph,,01-01-1970 0:00,9589,5036250524,,DLN,Active,True,False,False,1,,2536 Ashley Union,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2835392942,6717357339,PrecinctB,6002963301,SplitB,608895698,6562328823,Kristina,Cooper,Christine,,01-01-1970 0:00,2190,6482590400,,DLN,Active,True,False,False,1,,412 Krueger Prairie Apt. 649,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9125362699,6839949900,PrecinctB,8021299569,SplitB,5195698338,4013458900,Lisa,Mcdonald,Jade,,01-01-1970 0:00,1451,1559154007,,DOBGEN,Active,True,False,False,1,,2107 Snyder Knolls Apt. 855,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8327878272,4603604154,PrecinctA,7558649923,SpitA,1731315475,4283034590,Mikayla,Miller,Cheryl,PhD,01-01-1970 0:00,5896,3016469809,,DOBSSN,Inactive,False,False,False,1,,4139 George Mission,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2542561569,2029129597,PrecinctA,5041627705,SpitA,8348604751,3363519488,Christina,Johnson,Kristi,MD,01-01-1970 0:00,6415,4992240358,,DOBGEN,Inactive,False,False,False,1,,821 Tasha Isle Suite 061,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5917070794,8291342271,PrecinctA,5322098115,SpitA,7449287022,8175583499,Veronica,Green,Katrina,Dr,01-01-1970 0:00,6738,5984255555,,DLN,Inactive,True,False,False,1,,458 Wong Tunnel Apt. 746,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4051478927,2293097277,PrecinctB,6091480492,SplitB,5694617649,4854025265,Alexis,Murphy,Barry,,01-01-1970 0:00,9453,9301739659,,DOBSSN,Inactive,False,False,False,1,,1423 Jack Summit Suite 669,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6468025996,1875088194,PrecinctB,5319251182,SpitA,4119925013,3329838209,Kevin,Perez,Nathan,,01-01-1970 0:00,3868,7102199069,,DOBGEN,Active,True,False,False,1,,4052 Bishop Plaza,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9330553473,9568143607,PrecinctA,8737888503,SpitA,2024259804,3679778677,Steven,Kennedy,Kathleen,,01-01-1970 0:00,1921,8260818509,,DLN,Inactive,True,False,False,1,,85264 Diana Drive Apt. 419,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8688629424,4220882294,PrecinctA,7363522720,SpitA,3153210190,5761767502,Michael,Alvarado,Kaitlyn,,01-01-1970 0:00,7131,2069146385,,DOBGEN,Inactive,True,True,False,1,,27985 Green Ridge Apt. 214,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
510040660,1234424938,PrecinctB,4383616855,SplitB,8479620691,84340717,Bradley,Bennett,Emily,,01-01-1970 0:00,3848,25906872,,DOBSSN,Inactive,False,False,False,1,,93019 Carrillo Spur,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
5176407863,5036354596,PrecinctA,1916917885,SplitB,598742387,9456308799,Steven,Tate,Victoria,MD,01-01-1970 0:00,2046,3663061326,,DOBGEN,Inactive,True,False,False,1,,076 Ramos Garden,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9580408260,4288853714,PrecinctA,524270487,SpitA,9419602056,5543095842,Bruce,Hernandez,Jose,,01-01-1970 0:00,2756,8420640654,,DOBSSN,Active,False,False,False,1,,590 Walters Locks Apt. 573,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6401364170,7882809331,PrecinctA,1624034358,SplitB,929370870,1042930120,Mandy,Cameron,Shelby,MD,01-01-1970 0:00,6772,7089843791,,DLN,Inactive,False,False,False,1,,5773 Shields Falls,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8898358640,9139147942,PrecinctB,403210086,SplitB,3469148659,5725627447,Katrina,Ho,Jim,MD,01-01-1970 0:00,2936,5097694236,,DOBGEN,Active,False,False,False,1,,2228 Robert Turnpike Apt. 691,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9899826421,4071943644,PrecinctA,5013280635,SpitA,7203546752,4506620690,William,Stephenson,William,,01-01-1970 0:00,9378,1596497612,,DOBSSN,Inactive,True,False,False,1,,032 Cook Turnpike Apt. 667,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3565937750,7600806027,PrecinctB,7299045411,SplitB,7782082754,9810216900,Gary,Patton,Karen,,01-01-1970 0:00,6461,7163457891,,DLN,Inactive,True,False,True,1,,786 Smith Land Apt. 172,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
7374761717,2871487372,PrecinctA,6506851838,SplitB,8112502723,3195698736,Kendra,Snyder,Kurt,,01-01-1970 0:00,1989,2383888915,,DLN,Active,True,False,False,1,,90214 Peterson Turnpike,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3784162510,2982129610,PrecinctB,2067143798,SplitB,3646452197,6620433869,Isabella,Cox,Bruce,,01-01-1970 0:00,1517,4750375092,,DOBGEN,Active,True,False,False,1,,3290 Kristen Light,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2079060499,3897805898,PrecinctB,2436665130,SplitB,1961414637,6931880611,Randy,Smith,Michael,Dr,01-01-1970 0:00,5632,157420280,,DLN,Inactive,True,True,False,1,,6444 Pineda Alley Apt. 753,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8775908421,8475116261,PrecinctB,1080495875,SpitA,2145521335,598472070,Jamie,Coffey,Andrew,,01-01-1970 0:00,3254,9316195291,,DOBSSN,Active,True,False,False,1,,44936 Butler Ford Apt. 875,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3969346100,4645603009,PrecinctB,1495893328,SpitA,6628537370,9411057283,Jonathan,Drake,Kelly,Dr,01-01-1970 0:00,4337,2963359769,,DLN,Inactive,False,False,False,1,,4775 Ray Walk,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
6238687965,5170354588,PrecinctA,2341059255,SpitA,2033239473,8040235838,Frank,Sims,Stephen,MD,01-01-1970 0:00,5840,4906831918,,DOBGEN,Inactive,True,False,False,1,,808 Christina Unions,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3822798381,3477915934,PrecinctB,9170030847,SplitB,8804298981,3452986895,Miguel,Fernandez,Crystal,,01-01-1970 0:00,4959,464751654,,DOBGEN,Inactive,True,False,False,1,,62064 Flores Cove Apt. 083,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3162589072,1321350766,PrecinctA,6387464482,SpitA,6594467993,3846101226,Erika,Riddle,April,PhD,01-01-1970 0:00,7103,996950822,,DOBSSN,Active,True,False,False,1,,109 Estes Centers Suite 219,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
7305757388,4282903462,PrecinctA,577402727,SplitB,9148699251,741770190,Morgan,Anderson,Nicholas,MD,01-01-1970 0:00,3432,9959835424,,DOBSSN,Active,False,True,False,1,,184 Joseph Passage,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4699658001,102610276,PrecinctB,6614829141,SplitB,6785567613,9300503892,Samantha,Vance,Deborah,,01-01-1970 0:00,3744,8988369661,,DOBGEN,Inactive,True,False,False,1,,225 Gomez Freeway Suite 309,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
7237846644,6105634443,PrecinctA,8124778230,SpitA,3046302955,6327850287,Michelle,Phillips,Jeffrey,,01-01-1970 0:00,9341,2243576418,,DOBSSN,Inactive,True,False,False,1,,20354 Ashley Throughway,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
25140020,4595650251,PrecinctA,3410106783,SpitA,1909194883,7942408520,Ryan,Cain,Regina,Dr,01-01-1970 0:00,9047,9030451607,,DOBGEN,Inactive,False,False,False,1,,01645 Booth Plaza Apt. 260,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2009592573,2300591837,PrecinctB,4119820249,SplitB,8453549681,6523925712,Brittany,Wagner,Penny,,01-01-1970 0:00,4829,5965626257,,DOBSSN,Active,False,False,False,1,,681 Mary Walks Apt. 322,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2725761124,2887848480,PrecinctA,6890880825,SpitA,8025879698,2017479202,Dwayne,Leach,Lindsey,Dr,01-01-1970 0:00,1308,9014652917,,DLN,Active,True,False,False,1,,71412 Ashley Lane,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
2752231551,970707684,PrecinctA,5507873726,SpitA,4323583528,9287158259,Logan,Brewer,Beth,Dr,01-01-1970 0:00,2862,6509915197,,DOBSSN,Active,False,False,False,1,,36417 Anderson Gardens,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
3518892768,1646985620,PrecinctA,3045203042,SpitA,3819877602,2836345765,Luis,Myers,Michelle,MD,01-01-1970 0:00,6461,8805369563,,DOBSSN,Inactive,True,True,True,1,,0110 Harris Tunnel,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
9163804732,9266780406,PrecinctB,3078964000,SplitB,3454207299,1779560963,Sarah,Fleming,Craig,Dr,01-01-1970 0:00,6309,3299246255,,DLN,Inactive,False,False,False,1,,298 Louis Field,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
4488865303,6155943949,PrecinctA,871026817,SplitB,3706209205,8312478972,Christopher,Nguyen,Brett,,01-01-1970 0:00,3488,3535481165,,DOBGEN,Inactive,True,False,False,1,,2179 Andres Roads Suite 195,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
8594053136,846420049,PrecinctB,428745926,SplitB,7478937812,4977997450,Brian,Cooke,Megan,Dr,01-01-1970 0:00,1824,3249734242,,DLN,Active,True,False,True,1,,9417 Figueroa Extension Suite 817,,,ZIONSVILLE,IN,460775850,US,b9c154d9-a4b1-49b5-a324-c25a53543477,Boone
